;BELISARIO;CENTRO;COTOCOLLAO;LOS CHILLOS;TUMBACO
03/05/2025 13:00;2,24;3,86;2,34;1,56;0,96
03/05/2025 14:00;1,84;3,93;2,40;2,84;0,42
03/05/2025 15:00;1,69;4,67;2,06;1,95;0,00
03/05/2025 16:00;1,87;5,67;2,00;1,61;0,00
03/05/2025 17:00;1,84;6,06;2,31;1,92;0,00
03/05/2025 18:00;1,31;3,39;2,22;1,28;0,00
03/05/2025 19:00;1,71;3,58;2,59;1,41;0,88
03/05/2025 20:00;2,09;3,95;2,63;0,90;0,87
03/05/2025 21:00;1,53;3,84;1,88;2,26;0,66
03/05/2025 22:00;1,53;3,25;1,90;8,30;0,70
03/05/2025 23:00;1,50;2,62;1,99;3,11;0,49
04/05/2025 00:00;1,37;-0,59;1,80;3,69;0,22
04/05/2025 01:00;1,18;0,00;1,71;0,00;0,51
04/05/2025 02:00;1,43;0,00;2,06;0,00;0,48
04/05/2025 03:00;1,58;0,00;1,64;0,00;0,68
04/05/2025 04:00;1,54;0,47;1,82;1,52;0,89
04/05/2025 05:00;1,97;0,47;1,87;3,48;2,82
04/05/2025 06:00;2,07;2,11;2,32;5,05;2,46
04/05/2025 07:00;2,60;2,06;2,10;10,72;6,72
04/05/2025 08:00;2,48;0,43;2,58;11,39;8,08
04/05/2025 09:00;2,18;0,49;3,51;4,99;5,75
04/05/2025 10:00;2,55;0,16;3,73;2,36;4,20
04/05/2025 11:00;3,34;-0,12;3,38;1,69;1,82
04/05/2025 12:00;2,42;0,03;2,84;2,02;1,29
04/05/2025 13:00;2,10;0,49;2,29;1,75;1,19
04/05/2025 14:00;1,73;0,51;2,19;1,59;1,23
04/05/2025 15:00;1,40;0,39;1,96;1,11;0,78
04/05/2025 16:00;1,51;0,87;1,99;1,32;0,62
04/05/2025 17:00;1,57;-0,10;1,99;0,99;0,89
04/05/2025 18:00;1,69;-0,31;1,76;0,96;0,71
04/05/2025 19:00;1,42;0,03;1,91;0,99;0,57
04/05/2025 20:00;1,61;-0,19;2,04;7,31;1,29
04/05/2025 21:00;1,40;-0,12;1,89;7,06;1,07
04/05/2025 22:00;1,22;0,07;1,91;2,57;0,46
04/05/2025 23:00;1,33;-1,08;1,92;3,30;0,45
05/05/2025 00:00;1,52;-0,49;1,81;3,53;0,46
05/05/2025 01:00;0,00;-1,04;0,00;1,43;0,00
05/05/2025 02:00;0,00;-0,53;0,00;1,27;0,00
05/05/2025 03:00;0,00;-0,61;0,00;1,03;0,00
05/05/2025 04:00;1,16;-1,25;1,79;1,10;0,60
05/05/2025 05:00;1,15;-0,79;1,73;0,88;0,42
05/05/2025 06:00;1,41;0,84;2,23;0,58;0,60
05/05/2025 07:00;2,28;1,97;2,67;1,51;0,71
05/05/2025 08:00;3,38;1,77;2,61;2,39;1,18
05/05/2025 09:00;2,83;1,80;2,85;4,68;0,92
05/05/2025 10:00;3,10;1,39;2,61;19,26;1,53
05/05/2025 11:00;2,59;0,38;2,07;79,50;0,10
05/05/2025 12:00;2,11;-0,56;2,39;15,24;0,68
05/05/2025 13:00;2,28;0,55;2,40;4,33;1,41
05/05/2025 14:00;2,66;1,15;2,62;3,50;5,43
05/05/2025 15:00;2,19;0,90;2,79;3,30;3,58
05/05/2025 16:00;1,78;0,59;2,96;23,23;3,02
05/05/2025 17:00;1,79;1,67;3,39;4,98;2,89
05/05/2025 18:00;1,67;1,74;3,99;4,94;2,60
05/05/2025 19:00;2,03;0,97;2,57;5,94;2,29
05/05/2025 20:00;1,52;2,86;2,57;6,03;1,67
05/05/2025 21:00;1,91;1,92;2,89;4,92;1,04
05/05/2025 22:00;2,21;1,95;2,64;5,75;0,71
05/05/2025 23:00;1,98;1,68;2,61;18,17;1,57
06/05/2025 00:00;1,95;1,85;2,87;25,70;18,37
06/05/2025 01:00;2,02;0,00;2,65;0,00;10,16
06/05/2025 02:00;2,94;0,00;2,38;0,00;12,76
06/05/2025 03:00;2,62;0,00;2,26;0,00;7,44
06/05/2025 04:00;2,15;1,40;2,54;7,25;4,75
06/05/2025 05:00;2,01;2,30;2,93;5,61;3,33
06/05/2025 06:00;2,54;6,40;3,94;6,07;5,66
06/05/2025 07:00;3,93;7,59;5,16;7,30;6,29
06/05/2025 08:00;4,45;5,59;4,81;18,38;6,73
06/05/2025 09:00;4,35;4,00;5,32;15,28;9,28
06/05/2025 10:00;4,15;3,21;5,55;7,84;5,64
06/05/2025 11:00;3,75;0,70;4,47;5,18;3,49
06/05/2025 12:00;3,95;1,14;3,16;3,49;2,96
06/05/2025 13:00;2,64;1,31;2,56;3,17;2,42
06/05/2025 14:00;1,81;0,39;2,02;2,96;1,50
06/05/2025 15:00;2,11;0,76;2,29;2,19;1,56
06/05/2025 16:00;2,32;-0,24;2,35;1,90;1,16
06/05/2025 17:00;2,27;0,77;2,17;2,51;1,44
06/05/2025 18:00;2,53;1,43;2,35;5,53;1,12
06/05/2025 19:00;2,32;0,33;2,47;3,11;0,94
06/05/2025 20:00;2,13;-0,45;2,68;2,47;0,69
06/05/2025 21:00;2,01;-1,52;2,13;2,38;0,73
06/05/2025 22:00;2,04;-1,57;2,18;1,55;0,59
06/05/2025 23:00;1,91;-1,45;2,38;1,61;0,46
07/05/2025 00:00;2,01;-0,87;1,99;4,96;0,44
07/05/2025 01:00;0,00;-1,32;0,00;2,18;0,57
07/05/2025 02:00;0,00;-0,99;0,00;5,08;0,00
07/05/2025 03:00;0,00;-0,54;0,00;3,23;0,00
07/05/2025 04:00;1,93;0,57;2,04;3,12;1,45
07/05/2025 05:00;1,97;0,67;2,37;6,54;1,31
07/05/2025 06:00;2,35;3,87;2,34;10,31;1,54
07/05/2025 07:00;4,05;4,14;3,11;10,48;5,15
07/05/2025 08:00;4,34;4,10;3,57;5,90;5,42
07/05/2025 09:00;3,94;0,09;4,03;4,30;3,33
07/05/2025 10:00;3,20;-0,33;4,03;2,67;1,93
07/05/2025 11:00;2,43;-0,91;2,79;2,30;1,47
07/05/2025 12:00;2,57;-0,79;2,75;2,46;1,59
07/05/2025 13:00;2,33;-0,24;2,43;1,82;1,20
07/05/2025 14:00;2,15;-0,15;1,96;2,04;1,36
07/05/2025 15:00;1,80;-0,28;1,99;2,05;1,14
07/05/2025 16:00;2,20;-0,06;2,01;2,43;0,95
07/05/2025 17:00;2,16;-0,43;2,05;1,94;0,78
07/05/2025 18:00;1,75;-0,13;2,43;1,71;0,88
07/05/2025 19:00;2,39;0,71;2,58;1,90;0,73
07/05/2025 20:00;2,96;1,97;2,26;1,78;0,98
07/05/2025 21:00;2,66;2,43;2,28;1,13;0,79
07/05/2025 22:00;2,47;-0,74;2,13;0,63;0,42
07/05/2025 23:00;2,10;-1,24;2,13;0,49;0,59
08/05/2025 00:00;1,62;-1,95;2,04;0,86;0,14
08/05/2025 01:00;1,82;0,00;1,70;0,00;0,57
08/05/2025 02:00;1,63;0,00;1,91;0,00;0,30
08/05/2025 03:00;1,98;0,00;1,73;0,00;0,71
08/05/2025 04:00;1,86;-1,91;2,11;3,24;0,99
08/05/2025 05:00;1,89;-0,70;2,07;11,67;0,95
08/05/2025 06:00;2,23;2,70;2,57;7,91;1,57
08/05/2025 07:00;3,09;3,03;2,89;7,74;3,73
08/05/2025 08:00;3,72;1,79;3,25;10,04;5,94
08/05/2025 09:00;3,88;0,73;3,63;9,27;5,77
08/05/2025 10:00;3,47;0,48;3,41;5,31;4,43
08/05/2025 11:00;2,73;-0,78;3,53;2,41;2,41
08/05/2025 12:00;2,64;-1,59;3,33;1,66;1,87
08/05/2025 13:00;2,94;0,00;3,52;2,22;1,38
08/05/2025 14:00;2,05;0,00;2,45;2,60;1,42
08/05/2025 15:00;2,28;0,00;2,71;2,35;1,33
08/05/2025 16:00;2,02;4,57;2,25;1,71;1,03
08/05/2025 17:00;2,38;4,59;2,95;1,80;0,92
08/05/2025 18:00;2,07;5,13;2,78;2,56;1,14
08/05/2025 19:00;2,53;5,95;3,90;3,67;1,90
08/05/2025 20:00;2,40;4,98;3,87;4,13;1,37
08/05/2025 21:00;2,60;6,90;3,38;1,98;0,77
08/05/2025 22:00;2,58;7,69;2,16;1,42;0,86
08/05/2025 23:00;2,72;6,98;2,29;5,88;0,80
09/05/2025 00:00;2,41;6,54;2,45;2,90;1,32
09/05/2025 01:00;0,00;6,42;0,00;2,16;4,08
09/05/2025 02:00;0,00;6,32;0,00;8,34;0,00
09/05/2025 03:00;0,00;6,16;0,00;11,33;0,00
09/05/2025 04:00;1,65;6,71;1,98;4,90;2,99
09/05/2025 05:00;1,85;7,65;3,08;3,28;2,71
09/05/2025 06:00;2,86;14,04;4,14;7,27;0,00
09/05/2025 07:00;4,76;15,91;3,91;10,36;0,00
09/05/2025 08:00;2,92;5,76;4,60;6,96;0,00
09/05/2025 09:00;2,00;4,12;2,65;6,33;3,13
09/05/2025 10:00;1,96;2,75;2,59;1,94;2,22
09/05/2025 11:00;1,97;2,52;2,45;1,33;1,52
09/05/2025 12:00;2,14;3,32;2,22;1,42;1,63
09/05/2025 13:00;2,13;3,94;2,43;2,03;0,73
09/05/2025 14:00;2,11;3,95;2,26;1,15;0,66
09/05/2025 15:00;1,84;4,17;2,38;1,56;0,44
09/05/2025 16:00;1,99;4,44;2,44;1,48;1,02
09/05/2025 17:00;1,84;4,99;2,72;1,41;0,79
09/05/2025 18:00;2,03;4,24;3,07;1,55;1,11
09/05/2025 19:00;2,02;4,42;3,36;2,47;1,81
09/05/2025 20:00;3,08;6,21;3,25;5,11;2,39
09/05/2025 21:00;2,42;4,55;2,97;9,58;2,25
09/05/2025 22:00;2,20;5,46;3,00;6,70;2,78
09/05/2025 23:00;2,02;7,21;2,97;8,13;2,92
10/05/2025 00:00;1,93;5,18;2,70;8,21;3,90
10/05/2025 01:00;1,61;0,00;2,84;0,00;3,04
10/05/2025 02:00;1,29;0,00;2,89;0,00;2,91
10/05/2025 03:00;1,31;0,00;2,86;0,00;2,29
10/05/2025 04:00;1,49;5,24;2,76;4,37;1,79
10/05/2025 05:00;1,72;7,09;3,06;4,70;1,83
10/05/2025 06:00;1,67;9,88;3,90;5,41;5,66
10/05/2025 07:00;1,60;10,61;3,40;8,39;5,86
10/05/2025 08:00;2,70;4,73;3,24;10,62;5,70
10/05/2025 09:00;2,18;3,04;2,96;4,41;4,36
10/05/2025 10:00;1,43;2,64;2,58;1,68;1,32
10/05/2025 11:00;1,59;3,26;2,21;1,10;0,35
10/05/2025 12:00;1,49;3,26;2,39;0,86;0,44
10/05/2025 13:00;1,51;2,96;2,18;1,67;0,46
10/05/2025 14:00;1,51;3,08;2,43;1,07;0,46
10/05/2025 15:00;1,64;3,95;2,29;1,08;0,32
10/05/2025 16:00;1,48;3,78;2,31;1,06;0,34
10/05/2025 17:00;1,51;3,09;2,71;1,34;0,44
10/05/2025 18:00;1,47;2,77;2,71;1,26;0,58
10/05/2025 19:00;1,31;2,89;2,92;2,76;0,44
10/05/2025 20:00;1,31;3,50;2,74;3,68;0,78
10/05/2025 21:00;1,56;3,16;2,00;3,40;3,72
10/05/2025 22:00;1,39;3,29;2,78;3,76;3,14
10/05/2025 23:00;1,37;3,22;2,63;3,67;1,21
11/05/2025 00:00;1,66;3,25;2,43;4,25;1,75
11/05/2025 01:00;0,00;3,63;0,00;3,40;3,05
11/05/2025 02:00;0,00;2,88;0,00;3,49;0,00
11/05/2025 03:00;0,00;3,12;0,00;3,74;0,00
11/05/2025 04:00;1,37;3,88;2,20;2,95;0,80
11/05/2025 05:00;1,39;4,35;2,42;2,12;0,74
11/05/2025 06:00;1,74;4,74;2,65;2,79;0,82
11/05/2025 07:00;1,59;0,61;2,52;4,24;1,05
11/05/2025 08:00;1,41;3,09;2,52;4,19;1,03
11/05/2025 09:00;1,37;1,99;2,09;2,56;0,71
11/05/2025 10:00;1,53;2,55;2,20;0,76;6,00
11/05/2025 11:00;1,33;2,65;2,22;1,25;0,41
11/05/2025 12:00;1,73;3,00;2,25;1,17;0,42
11/05/2025 13:00;1,35;2,09;2,33;0,78;0,28
11/05/2025 14:00;1,42;2,81;2,38;0,74;0,30
11/05/2025 15:00;1,21;2,55;2,08;0,91;0,22
11/05/2025 16:00;1,42;2,80;2,30;1,77;0,20
11/05/2025 17:00;1,43;3,41;2,10;10,61;0,49
11/05/2025 18:00;1,56;3,18;2,66;2,14;0,54
11/05/2025 19:00;1,58;2,86;2,78;2,77;0,80
11/05/2025 20:00;1,56;2,82;2,89;15,39;1,90
11/05/2025 21:00;1,57;2,38;2,86;17,00;1,31
11/05/2025 22:00;1,15;3,35;2,73;12,47;1,08
11/05/2025 23:00;1,38;3,17;2,34;12,13;1,88
12/05/2025 00:00;1,32;3,30;1,96;26,22;1,57
12/05/2025 01:00;1,59;0,00;2,24;0,00;2,72
12/05/2025 02:00;1,75;0,00;2,31;0,00;2,10
12/05/2025 03:00;1,95;0,00;2,39;0,00;1,41
12/05/2025 04:00;2,57;3,83;2,15;4,85;1,08
12/05/2025 05:00;4,18;5,61;2,66;6,93;0,92
12/05/2025 06:00;3,59;7,51;3,51;6,04;0,84
12/05/2025 07:00;5,03;10,73;4,14;6,32;0,80
12/05/2025 08:00;5,21;8,31;4,37;5,06;1,29
12/05/2025 09:00;3,01;4,80;3,69;6,65;1,68
12/05/2025 10:00;2,10;2,79;2,86;8,76;2,00
12/05/2025 11:00;2,46;4,08;3,06;27,71;1,51
12/05/2025 12:00;1,67;2,65;2,32;3,36;0,60
12/05/2025 13:00;1,80;2,75;2,43;1,75;0,55
12/05/2025 14:00;1,63;1,05;2,85;1,83;0,42
12/05/2025 15:00;1,84;2,68;2,51;3,03;0,75
12/05/2025 16:00;1,57;3,24;2,38;2,23;0,67
12/05/2025 17:00;1,51;3,87;2,43;2,21;0,60
12/05/2025 18:00;1,88;4,03;2,51;2,71;0,83
12/05/2025 19:00;1,95;4,29;2,61;2,31;0,66
12/05/2025 20:00;2,03;3,52;2,85;1,76;0,57
12/05/2025 21:00;1,94;4,68;2,84;1,72;0,57
12/05/2025 22:00;1,72;4,43;2,95;2,26;0,42
12/05/2025 23:00;1,56;3,43;2,77;2,98;0,21
13/05/2025 00:00;1,76;2,95;2,69;5,90;0,48
13/05/2025 01:00;1,68;3,19;0,00;4,16;0,83
13/05/2025 02:00;1,29;2,90;0,00;9,08;0,00
13/05/2025 03:00;1,46;3,54;0,00;10,06;0,00
13/05/2025 04:00;1,95;4,52;2,29;5,19;0,22
13/05/2025 05:00;2,13;5,25;2,49;4,60;0,28
13/05/2025 06:00;3,35;6,46;3,41;7,83;0,76
13/05/2025 07:00;2,81;5,43;3,71;13,49;12,67
13/05/2025 08:00;2,49;4,35;4,47;38,40;11,93
13/05/2025 09:00;2,84;2,66;5,07;51,48;11,32
13/05/2025 10:00;3,78;3,64;3,75;5,71;6,76
13/05/2025 11:00;2,87;3,12;3,65;2,70;4,21
13/05/2025 12:00;2,43;3,05;3,66;2,06;2,63
13/05/2025 13:00;2,42;3,68;2,74;3,07;0,83
13/05/2025 14:00;1,99;4,30;2,43;2,43;1,19
13/05/2025 15:00;1,89;3,66;2,52;2,03;0,93
13/05/2025 16:00;1,88;3,90;2,26;1,96;0,61
13/05/2025 17:00;1,82;3,51;2,50;2,40;0,93
13/05/2025 18:00;1,98;3,98;2,53;2,08;1,16
13/05/2025 19:00;2,01;3,86;2,33;1,88;0,72
13/05/2025 20:00;1,76;3,29;2,39;1,65;0,56
13/05/2025 21:00;1,62;2,40;2,17;1,24;0,44
13/05/2025 22:00;1,46;2,37;1,95;1,03;0,31
13/05/2025 23:00;1,59;1,80;2,07;1,06;0,20
14/05/2025 00:00;1,50;1,24;2,23;1,13;0,52
14/05/2025 01:00;1,51;0,00;2,24;0,00;0,65
14/05/2025 02:00;1,50;0,00;1,86;0,00;0,96
14/05/2025 03:00;1,23;0,00;2,17;0,00;0,71
14/05/2025 04:00;1,34;1,91;2,01;1,75;0,66
14/05/2025 05:00;1,60;2,38;2,59;2,84;0,44
14/05/2025 06:00;2,07;3,52;3,12;3,77;0,87
14/05/2025 07:00;2,38;4,42;3,75;4,58;1,10
14/05/2025 08:00;2,86;3,52;3,37;3,26;3,66
14/05/2025 09:00;3,06;3,39;3,40;3,16;1,77
14/05/2025 10:00;2,26;3,90;3,18;2,16;1,13
14/05/2025 11:00;1,81;2,81;2,97;1,44;1,16
14/05/2025 12:00;1,96;2,37;2,69;1,69;0,00
14/05/2025 13:00;2,25;3,27;2,23;1,55;0,67
14/05/2025 14:00;1,75;3,26;2,45;1,64;0,91
14/05/2025 15:00;1,51;3,55;2,22;1,65;0,54
14/05/2025 16:00;1,46;3,72;2,21;1,69;0,78
14/05/2025 17:00;1,83;3,54;2,01;1,27;0,44
14/05/2025 18:00;1,62;3,21;2,21;1,23;0,59
14/05/2025 19:00;1,77;2,99;2,19;1,13;0,65
14/05/2025 20:00;1,77;2,68;2,15;1,10;0,63
14/05/2025 21:00;1,39;1,78;2,30;1,14;0,47
14/05/2025 22:00;1,53;2,09;2,37;1,11;0,34
14/05/2025 23:00;1,61;1,67;2,41;0,96;0,25
15/05/2025 00:00;1,34;2,49;2,02;0,98;0,31
15/05/2025 01:00;1,41;2,36;0,00;0,83;0,66
15/05/2025 02:00;1,27;2,65;0,00;0,92;0,00
15/05/2025 03:00;1,36;2,29;0,00;0,83;0,00
15/05/2025 04:00;1,56;2,61;2,06;0,81;0,24
15/05/2025 05:00;1,45;3,51;2,36;0,64;0,26
15/05/2025 06:00;1,85;3,13;2,73;0,89;0,39
15/05/2025 07:00;2,46;5,02;3,04;1,11;0,29
15/05/2025 08:00;2,62;6,03;2,95;1,66;0,48
15/05/2025 09:00;2,95;4,10;3,09;1,53;0,52
15/05/2025 10:00;2,71;3,93;2,89;1,21;0,77
15/05/2025 11:00;2,50;3,20;2,42;1,19;0,92
15/05/2025 12:00;2,04;2,68;2,36;1,38;0,76
15/05/2025 13:00;1,84;2,60;2,51;1,45;0,88
15/05/2025 14:00;1,82;3,35;2,55;1,40;0,94
15/05/2025 15:00;1,80;3,34;2,20;1,67;0,66
15/05/2025 16:00;1,87;3,53;2,09;1,86;0,81
15/05/2025 17:00;1,75;2,69;2,26;1,74;0,51
15/05/2025 18:00;1,79;2,46;2,47;1,22;0,61
15/05/2025 19:00;1,92;2,58;2,33;0,72;0,25
15/05/2025 20:00;1,75;2,10;2,00;0,56;0,37
15/05/2025 21:00;1,39;2,43;1,99;0,65;0,49
15/05/2025 22:00;1,51;1,71;2,00;0,48;0,60
15/05/2025 23:00;1,22;1,61;2,09;0,40;0,40
16/05/2025 00:00;1,27;1,37;2,07;0,51;0,47
16/05/2025 01:00;1,31;0,00;2,02;0,00;0,28
16/05/2025 02:00;1,18;0,00;2,00;0,00;0,10
16/05/2025 03:00;1,50;0,00;2,09;0,00;0,35
16/05/2025 04:00;1,38;1,63;2,08;0,95;0,21
16/05/2025 05:00;1,46;2,09;2,42;0,78;0,16
16/05/2025 06:00;1,73;2,80;2,48;0,57;0,36
16/05/2025 07:00;1,82;2,60;2,57;1,01;0,73
16/05/2025 08:00;1,94;2,56;2,55;0,65;0,03
16/05/2025 09:00;2,09;2,50;2,39;0,81;0,43
16/05/2025 10:00;1,98;2,71;2,33;0,95;0,31
16/05/2025 11:00;1,62;1,32;2,52;0,75;0,82
16/05/2025 12:00;1,59;0,69;2,14;0,82;0,70
16/05/2025 13:00;1,50;1,74;2,01;1,10;0,72
16/05/2025 14:00;1,35;2,40;1,98;0,93;0,50
16/05/2025 15:00;1,78;3,71;1,93;0,91;0,43
16/05/2025 16:00;1,66;4,34;2,13;1,50;0,42
16/05/2025 17:00;1,79;3,36;2,37;1,17;0,55
16/05/2025 18:00;1,77;4,05;2,33;1,46;0,46
16/05/2025 19:00;1,72;4,01;2,65;1,47;0,60
16/05/2025 20:00;1,63;2,71;2,69;0,97;0,53
16/05/2025 21:00;1,54;2,92;2,36;0,71;0,23
16/05/2025 22:00;1,52;2,09;2,06;0,90;0,30
16/05/2025 23:00;1,64;1,75;1,99;0,96;0,33
17/05/2025 00:00;1,67;1,30;2,00;0,71;0,58
17/05/2025 01:00;1,22;1,42;0,00;0,85;0,37
17/05/2025 02:00;1,30;1,69;0,00;0,83;0,00
17/05/2025 03:00;1,20;1,19;0,00;0,68;0,00
17/05/2025 04:00;1,09;1,83;2,06;0,89;0,24
17/05/2025 05:00;1,42;2,23;2,16;0,95;0,22
17/05/2025 06:00;1,65;3,07;2,31;0,88;0,38
17/05/2025 07:00;2,20;3,31;2,44;0,99;0,69
17/05/2025 08:00;2,09;2,90;2,65;1,57;1,40
17/05/2025 09:00;1,37;2,70;2,71;1,56;0,91
17/05/2025 10:00;1,57;2,35;2,69;2,41;0,84
17/05/2025 11:00;1,52;0,88;2,28;1,67;1,02
17/05/2025 12:00;1,80;2,05;2,32;1,02;1,21
17/05/2025 13:00;1,82;2,02;2,07;1,36;1,17
17/05/2025 14:00;1,78;2,39;2,17;1,62;1,51
17/05/2025 15:00;1,46;2,00;2,04;1,64;0,78
17/05/2025 16:00;2,01;2,74;2,36;1,15;0,76
17/05/2025 17:00;1,72;3,18;2,28;1,73;0,86
17/05/2025 18:00;1,58;1,91;2,59;1,85;0,46
17/05/2025 19:00;1,62;1,41;2,04;2,04;0,67
17/05/2025 20:00;1,44;2,12;2,20;2,44;0,47
17/05/2025 21:00;1,59;1,35;2,41;1,90;0,44
17/05/2025 22:00;1,42;2,22;2,13;1,38;0,25
17/05/2025 23:00;1,28;1,14;1,84;2,13;0,36
18/05/2025 00:00;1,53;0,94;1,84;1,24;0,65
18/05/2025 01:00;1,27;0,00;1,83;0,00;0,46
18/05/2025 02:00;1,32;0,00;2,03;0,00;0,38
18/05/2025 03:00;1,15;0,00;2,26;0,00;0,51
18/05/2025 04:00;1,00;1,21;2,10;0,93;0,22
18/05/2025 05:00;1,31;-0,57;2,12;1,13;0,13
18/05/2025 06:00;1,43;0,88;2,13;0,84;0,47
18/05/2025 07:00;1,18;1,65;2,48;0,81;0,28
18/05/2025 08:00;1,38;1,49;2,41;0,83;0,40
18/05/2025 09:00;1,48;1,25;2,09;0,87;0,37
18/05/2025 10:00;1,50;0,96;2,06;0,76;0,69
18/05/2025 11:00;1,63;1,17;2,54;0,76;0,60
18/05/2025 12:00;1,36;1,20;2,32;0,61;0,87
18/05/2025 13:00;1,42;1,68;2,17;0,85;0,66
18/05/2025 14:00;1,51;1,92;2,38;1,25;0,55
18/05/2025 15:00;1,73;2,06;2,35;1,76;0,53
18/05/2025 16:00;1,73;2,10;2,18;1,01;0,38
18/05/2025 17:00;1,27;3,28;2,16;0,93;0,67
18/05/2025 18:00;1,52;1,78;2,05;0,68;0,85
18/05/2025 19:00;1,32;0,76;2,14;0,57;0,69
18/05/2025 20:00;1,60;1,55;2,84;0,83;0,68
18/05/2025 21:00;1,66;1,64;2,63;0,85;0,39
18/05/2025 22:00;1,48;1,50;2,22;1,00;0,57
18/05/2025 23:00;1,32;1,71;2,00;0,83;0,32
19/05/2025 00:00;1,41;1,60;2,24;1,06;0,59
19/05/2025 01:00;1,36;1,75;0,00;1,61;0,47
19/05/2025 02:00;1,23;2,26;0,00;1,60;0,00
19/05/2025 03:00;1,14;2,29;0,00;2,44;0,00
19/05/2025 04:00;1,39;2,54;2,14;2,06;4,00
19/05/2025 05:00;1,57;2,59;2,26;4,78;2,36
19/05/2025 06:00;2,13;7,67;3,95;7,06;2,33
19/05/2025 07:00;3,31;8,41;5,11;7,97;3,62
19/05/2025 08:00;2,97;6,67;4,88;5,54;4,65
19/05/2025 09:00;2,63;3,33;3,21;7,73;4,85
19/05/2025 10:00;3,16;3,58;4,52;8,07;3,37
19/05/2025 11:00;2,48;2,97;3,92;6,42;2,68
19/05/2025 12:00;2,00;1,90;3,40;2,59;2,28
19/05/2025 13:00;1,93;1,87;3,25;2,19;1,40
19/05/2025 14:00;2,32;2,62;3,34;2,02;1,06
19/05/2025 15:00;2,22;2,96;3,33;3,63;1,39
19/05/2025 16:00;3,01;3,84;3,37;2,14;1,19
19/05/2025 17:00;2,73;4,29;2,68;2,64;2,11
19/05/2025 18:00;2,31;4,07;2,86;3,00;1,21
19/05/2025 19:00;1,93;4,67;2,86;2,01;0,87
19/05/2025 20:00;2,15;4,37;2,61;3,51;1,00
19/05/2025 21:00;2,68;4,81;3,53;5,57;1,16
19/05/2025 22:00;2,09;3,71;3,67;5,39;0,85
19/05/2025 23:00;2,31;4,06;3,02;3,25;0,89
20/05/2025 00:00;2,26;4,20;2,73;5,80;0,85
20/05/2025 01:00;3,05;0,00;2,65;0,00;1,95
20/05/2025 02:00;2,57;0,00;2,62;0,00;3,38
20/05/2025 03:00;2,16;0,00;2,44;0,00;5,85
20/05/2025 04:00;1,96;6,28;2,05;4,17;5,96
20/05/2025 05:00;1,97;8,22;3,02;5,61;3,25
20/05/2025 06:00;2,98;8,95;5,65;8,40;2,94
20/05/2025 07:00;4,62;8,01;5,30;16,54;5,93
20/05/2025 08:00;3,70;3,79;4,27;9,18;7,21
20/05/2025 09:00;3,84;4,12;3,47;5,05;4,25
20/05/2025 10:00;3,28;3,23;3,29;3,57;3,07
20/05/2025 11:00;2,24;2,82;2,89;2,79;2,41
20/05/2025 12:00;1,87;2,31;2,34;2,04;1,93
20/05/2025 13:00;1,93;1,78;2,74;2,28;1,95
20/05/2025 14:00;2,02;2,79;2,35;2,44;1,45
20/05/2025 15:00;1,96;3,25;2,12;2,00;1,30
20/05/2025 16:00;1,76;3,84;2,31;2,11;0,94
20/05/2025 17:00;2,05;4,21;2,53;2,45;1,36
20/05/2025 18:00;2,10;2,60;2,51;3,39;0,60
20/05/2025 19:00;2,21;4,21;2,54;3,78;0,97
20/05/2025 20:00;2,33;4,21;2,54;3,38;0,69
20/05/2025 21:00;2,26;4,22;2,08;2,55;0,43
20/05/2025 22:00;1,88;3,47;2,57;2,17;0,60
20/05/2025 23:00;2,00;3,73;2,45;2,09;0,53
21/05/2025 00:00;2,00;2,62;2,44;2,27;0,53
21/05/2025 01:00;1,51;1,91;0,00;5,69;0,62
21/05/2025 02:00;1,45;2,10;0,00;6,72;0,00
21/05/2025 03:00;1,32;2,29;0,00;5,91;0,00
21/05/2025 04:00;1,36;2,58;1,68;5,45;1,56
21/05/2025 05:00;1,48;3,56;2,43;7,38;1,11
21/05/2025 06:00;1,82;6,51;4,08;9,94;2,09
21/05/2025 07:00;4,06;7,10;4,16;8,18;5,93
21/05/2025 08:00;5,57;7,49;4,01;7,53;3,48
21/05/2025 09:00;3,55;4,77;3,92;4,41;3,74
21/05/2025 10:00;2,11;2,18;3,01;4,07;2,72
21/05/2025 11:00;1,85;2,42;2,76;2,92;1,96
21/05/2025 12:00;1,82;2,05;2,55;2,03;1,20
21/05/2025 13:00;1,95;2,08;2,58;1,54;0,66
21/05/2025 14:00;1,70;2,90;2,81;1,55;0,97
21/05/2025 15:00;1,81;2,11;2,71;1,71;1,20
21/05/2025 16:00;1,99;2,55;2,75;2,47;1,03
21/05/2025 17:00;2,37;3,77;3,08;2,84;0,87
21/05/2025 18:00;2,47;4,15;3,31;3,22;1,11
21/05/2025 19:00;2,70;4,86;3,29;1,69;1,65
21/05/2025 20:00;2,49;5,57;3,39;4,86;2,38
21/05/2025 21:00;1,71;5,02;3,27;6,58;0,84
21/05/2025 22:00;3,02;3,64;2,64;2,62;0,72
21/05/2025 23:00;1,99;1,37;2,45;4,00;1,13
22/05/2025 00:00;2,08;4,27;2,46;3,22;1,30
22/05/2025 01:00;1,99;0,00;2,42;0,00;1,47
22/05/2025 02:00;1,65;0,00;2,28;0,00;0,95
22/05/2025 03:00;1,68;0,00;2,23;0,00;1,13
22/05/2025 04:00;1,53;3,12;2,68;3,84;0,96
22/05/2025 05:00;2,05;4,35;3,06;3,38;1,55
